customer_id,signup_date,region,acquisition_channel
762,2024-04-26,South,Email
763,2023-04-11,South,Organic
764,2024-05-08,North,Social
765,2024-06-11,South,Social
766,2023-09-29,South,Social
767,2024-10-09,South,Organic
768,2024-03-24,North,Organic
769,2023-08-22,North,Organic
770,2023-01-08,South,Social
771,2024-04-17,North,Email
772,2023-05-27,Central,Social
773,2024-06-13,South,Social
774,2024-01-03,North,Email
775,2023-11-23,South,Social
776,2023-04-25,East,Organic
777,2024-05-13,South,Email
778,2023-04-27,Central,Paid Search
779,2023-10-20,South,Organic
780,2024-08-08,Central,Paid Search
781,2024-10-06,South,Email
782,2024-11-23,South,Organic
783,2024-11-01,South,Paid Search
784,2024-01-25,North,Organic
785,2023-05-21,North,Organic
786,2024-08-10,North,Organic
787,2024-07-15,Central,Social
788,2024-11-24,Central,Email
789,2024-03-31,Central,Organic
790,2023-04-10,Central,Paid Search
791,2023-12-19,South,Organic
792,2023-11-10,South,Organic
793,2024-08-13,North,Social
794,2023-10-02,South,Social
795,2023-08-19,South,Social
796,2023-02-26,Central,Paid Search
797,2024-08-07,North,Social
798,2024-06-12,South,Organic
799,2023-01-29,East,Organic
800,2023-10-31,South,Email
801,2023-12-02,South,Referral
802,2023-11-25,East,Email
803,2024-10-05,Central,Email
804,2023-04-16,South,Social
805,2023-08-03,Central,Email
806,2023-05-07,East,Paid Search
807,2023-06-20,North,Organic
808,2024-09-26,Central,Organic
809,2024-10-20,South,Organic
810,2023-02-01,North,Organic
811,2024-03-18,South,Paid Search
812,2023-06-12,Central,Social
813,2023-05-15,East,Referral
814,2023-07-24,South,Social
815,2023-05-17,North,Organic
816,2023-12-10,South,Social
817,2024-11-27,North,Paid Search
818,2024-02-15,Central,Organic
819,2024-05-21,South,Paid Search
820,2023-12-12,South,Paid Search
821,2023-01-10,North,Organic
822,2023-02-28,North,Referral
823,2023-07-08,South,Referral
824,2023-06-20,Central,Social
825,2024-08-11,Central,Organic
826,2024-08-13,North,Referral
827,2024-08-20,Central,Social
828,2024-03-22,South,Organic
829,2024-01-25,North,Social
830,2024-03-30,Central,Paid Search
831,2023-10-12,East,Paid Search
832,2024-04-14,North,Organic
833,2024-07-10,South,Paid Search
834,2024-06-18,North,Organic
835,2024-03-05,South,Organic
836,2023-02-10,South,Organic
837,2024-05-22,South,Email
838,2023-09-14,North,Paid Search
839,2024-06-04,Central,Paid Search
840,2024-01-13,South,Paid Search
841,2024-09-08,North,Email
842,2023-08-25,North,Social
843,2024-10-13,North,Email
844,2024-08-14,East,Paid Search
845,2023-08-20,South,Organic
846,2023-12-04,South,Social
847,2024-01-07,South,Paid Search
848,2024-06-22,Central,Referral
849,2024-04-27,Central,Email
850,2024-08-19,Central,Paid Search
851,2023-09-16,South,Email
852,2023-12-20,North,Social
853,2023-10-29,South,Organic
854,2024-09-28,South,Paid Search
855,2023-08-02,Central,Organic
856,2024-02-15,Central,Referral
857,2023-03-26,North,Organic
858,2024-08-18,East,Paid Search
859,2023-09-26,South,Social
860,2023-08-27,East,Organic
861,2024-02-13,North,Organic
862,2023-12-16,North,Social
863,2024-08-16,North,Organic
864,2024-01-07,North,Paid Search
865,2023-12-28,North,Paid Search
866,2023-03-15,North,Organic
867,2023-01-16,East,Organic
868,2023-10-06,North,Referral
869,2024-11-29,North,Email
870,2024-10-04,South,Organic
871,2024-03-16,Central,Email
872,2024-03-17,South,Social
873,2023-10-02,South,Social
874,2023-05-05,South,Social
875,2023-01-06,South,Social
876,2023-08-26,Central,Referral
877,2023-08-10,South,Paid Search
878,2023-05-15,Central,Social
879,2023-07-01,Central,Paid Search
880,2023-01-18,Central,Organic
881,2024-03-01,North,Social
882,2024-10-11,South,Organic
883,2024-04-28,North,Organic
884,2023-11-10,North,Organic
885,2023-10-22,North,Organic
886,2023-08-04,South,Social
887,2023-04-10,North,Social
888,2024-02-23,South,Paid Search
889,2024-02-01,South,Organic
890,2023-01-06,North,Paid Search
891,2023-10-18,South,Paid Search
892,2023-07-14,North,Social
893,2023-04-30,North,Social
894,2024-05-07,South,Paid Search
895,2024-01-04,South,Paid Search
896,2024-03-19,North,Email
897,2024-05-14,Central,Referral
898,2024-11-18,North,Paid Search
899,2024-07-15,Central,Paid Search
900,2024-03-10,South,Organic
901,2024-09-07,Central,Email
902,2023-12-01,South,Paid Search
903,2024-11-20,North,Organic
904,2024-06-17,South,Email
905,2024-03-31,South,Social
906,2024-09-24,South,Organic
907,2023-12-27,North,Organic
908,2024-05-19,Central,Organic
909,2023-07-19,Central,Social
910,2024-11-05,North,Organic
911,2024-03-12,North,Email
912,2024-07-01,Central,Email
913,2023-11-19,South,Social
914,2024-08-29,North,Social
915,2023-02-21,South,Paid Search
916,2023-03-21,Central,Organic
917,2023-12-21,South,Social
918,2024-05-27,Central,Organic
919,2024-07-20,Central,Organic
920,2023-11-05,Central,Paid Search
921,2024-03-30,East,Organic
922,2024-01-23,Central,Paid Search
923,2024-11-04,Central,Social
924,2024-04-02,Central,Referral
925,2023-10-19,South,Social
926,2024-11-09,North,Referral
927,2023-03-17,Central,Paid Search
928,2024-11-20,Central,Referral
929,2023-04-18,East,Paid Search
930,2023-07-21,Central,Organic
931,2024-07-29,Central,Email
932,2024-05-28,East,Organic
933,2024-11-10,Central,Organic
934,2024-06-08,North,Organic
935,2024-03-21,North,Paid Search
936,2023-08-31,North,Paid Search
937,2023-01-04,North,Paid Search
938,2023-03-28,Central,Email
939,2023-07-28,South,Paid Search
940,2023-01-29,South,Paid Search
941,2023-12-22,North,Paid Search
942,2024-06-28,Central,Referral
943,2024-11-05,North,Organic
944,2023-12-09,East,Organic
945,2024-09-04,North,Paid Search
946,2024-11-20,South,Social
947,2024-08-24,North,Referral
948,2023-11-22,South,Social
949,2023-08-16,Central,Referral
950,2024-11-15,South,Paid Search
951,2023-06-19,North,Organic
952,2023-10-16,South,Organic
953,2023-02-21,Central,Organic
954,2024-07-09,South,Paid Search
955,2024-03-30,South,Paid Search
956,2023-03-01,East,Paid Search
957,2023-06-05,North,Social
958,2024-01-24,North,Paid Search
959,2024-01-14,North,Social
960,2024-07-15,North,Social
961,2023-07-06,Central,Paid Search
962,2024-10-09,East,Paid Search
963,2023-11-08,East,Social
964,2024-07-29,Central,Social
965,2023-06-16,South,Paid Search
966,2023-01-26,South,Paid Search
967,2023-02-08,East,Social
968,2023-09-18,North,Social
969,2024-10-29,Central,Organic
970,2023-02-04,South,Paid Search
971,2023-09-16,North,Email
972,2023-03-18,Central,Organic
973,2024-10-14,East,Email
974,2024-04-17,East,Organic
975,2024-06-17,South,Paid Search
976,2024-05-14,South,Paid Search
977,2024-04-04,North,Organic
978,2024-06-25,North,Email
979,2023-01-06,Central,Paid Search
980,2024-08-28,Central,Email
981,2024-06-01,Central,Paid Search
982,2024-06-01,South,Email
983,2023-10-03,Central,Email
984,2024-07-14,South,Social
985,2023-09-25,North,Organic
986,2023-02-04,North,Social
987,2024-09-27,North,Social
988,2023-06-14,North,Email
989,2023-03-13,South,Paid Search
990,2024-03-11,Central,Organic
991,2023-06-13,North,Organic
992,2024-08-23,South,Social
993,2023-11-07,Central,Email
994,2023-01-04,North,Organic
995,2024-10-28,North,Social
996,2023-12-27,North,Email
997,2023-07-04,South,Organic
998,2024-04-19,North,Organic
999,2024-01-07,North,Social
1000,2023-01-21,North,Social
1001,2024-06-15,Central,Organic
1002,2023-10-08,North,Referral
1003,2024-05-04,South,Paid Search
1004,2024-09-18,North,Email
1005,2024-03-03,Central,Email
1006,2024-04-15,Central,Referral
1007,2023-06-28,Central,Paid Search
1008,2023-06-16,North,Organic
1009,2023-10-18,South,Paid Search
1010,2024-08-19,South,Organic
1011,2024-01-02,North,Social
1012,2023-09-01,North,Organic
1013,2024-06-29,South,Paid Search
1014,2024-08-20,Central,Organic
1015,2024-09-23,North,Paid Search
1016,2023-07-29,North,Organic
1017,2024-05-11,South,Social
1018,2024-02-18,South,Referral
1019,2023-11-11,Central,Organic
1020,2023-10-05,East,Email
1021,2023-03-22,Central,Email
1022,2023-07-12,North,Paid Search
1023,2024-01-20,Central,Social
1024,2024-09-12,Central,Paid Search
1025,2024-08-29,North,Organic
1026,2023-05-12,North,Paid Search
1027,2024-04-20,Central,Organic
1028,2023-03-01,South,Email
1029,2024-04-17,North,Email
1030,2023-08-28,Central,Referral
1031,2023-11-11,South,Social
1032,2024-05-17,Central,Social
1033,2023-10-25,South,Email
1034,2024-07-19,South,Organic
1035,2024-01-09,South,Organic
1036,2024-11-30,North,Social
1037,2024-03-22,Central,Paid Search
1038,2023-07-27,Central,Paid Search
1039,2024-06-26,North,Organic
1040,2023-10-13,North,Social
1041,2024-01-09,North,Organic
1042,2023-04-06,Central,Organic
1043,2023-03-25,Central,Organic
1044,2024-02-07,North,Paid Search
1045,2023-05-11,South,Email
1046,2024-11-29,East,Paid Search
1047,2024-08-21,North,Social
1048,2024-05-05,East,Referral
1049,2024-05-29,North,Paid Search
1050,2024-02-21,East,Referral
1051,2023-02-12,East,Social
1052,2023-10-02,North,Social
1053,2023-12-14,South,Organic
1054,2024-10-02,East,Organic
1055,2023-06-03,South,Email
1056,2023-12-14,East,Referral
1057,2023-08-29,Central,Email
1058,2023-04-05,North,Email
1059,2023-03-14,South,Organic
1060,2023-09-13,Central,Referral
1061,2023-02-27,Central,Paid Search
1062,2023-02-17,Central,Referral
1063,2023-09-03,Central,Organic
1064,2023-05-22,North,Paid Search
1065,2024-01-24,South,Referral
1066,2023-01-13,North,Referral
1067,2023-07-31,South,Social
1068,2023-11-14,South,Paid Search
1069,2024-11-05,Central,Paid Search
1070,2024-03-20,Central,Email
1071,2024-09-08,North,Paid Search
1072,2023-08-29,East,Paid Search
1073,2023-11-11,South,Social
1074,2023-10-22,Central,Paid Search
1075,2024-09-13,North,Social
1076,2024-11-02,North,Paid Search
1077,2024-11-04,Central,Referral
1078,2024-06-10,East,Email
1079,2023-12-19,South,Email
1080,2024-01-14,North,Social
1081,2024-11-17,South,Paid Search
1082,2023-07-19,Central,Social
1083,2023-08-31,South,Referral
1084,2024-09-19,North,Social
1085,2023-09-28,Central,Social
1086,2023-06-14,East,Social
1087,2024-01-28,North,Social
1088,2023-08-16,South,Social
1089,2024-09-15,East,Organic
1090,2024-09-28,North,Paid Search
1091,2023-08-03,North,Social
1092,2024-01-06,South,Organic
1093,2024-11-19,North,Email
1094,2024-06-03,North,Social
1095,2023-05-31,Central,Organic
1096,2024-02-18,South,Referral
1097,2024-03-09,North,Social
1098,2024-04-02,North,Referral
1099,2023-01-18,South,Paid Search
1100,2023-07-29,Central,Email
1101,2024-08-21,South,Paid Search
1102,2023-06-18,Central,Social
1103,2023-07-29,East,Organic
1104,2023-08-14,South,Social
1105,2023-05-05,North,Social
1106,2023-04-19,South,Social
1107,2023-08-31,Central,Paid Search
1108,2024-09-04,North,Referral
1109,2023-01-02,North,Social
1110,2023-07-18,South,Organic
1111,2023-02-12,North,Email
1112,2024-01-29,North,Social
1113,2023-06-25,North,Email
1114,2024-07-08,Central,Email
1115,2024-02-14,Central,Email
1116,2024-07-02,Central,Referral
1117,2024-03-20,North,Social
1118,2023-11-03,North,Organic
1119,2024-08-25,Central,Social
1120,2023-11-30,Central,Referral
1121,2024-10-26,South,Paid Search
1122,2024-11-27,North,Email
1123,2024-02-17,North,Organic
1124,2024-04-17,North,Paid Search
1125,2023-06-28,Central,Paid Search
1126,2024-07-24,Central,Paid Search
1127,2024-04-15,South,Organic
1128,2024-09-23,Central,Organic
1129,2023-07-06,Central,Referral
1130,2024-07-05,Central,Paid Search
1131,2023-11-26,North,Organic
1132,2023-05-10,Central,Organic
1133,2023-04-30,Central,Paid Search
1134,2024-01-29,Central,Organic
1135,2023-08-12,North,Social
1136,2023-03-13,South,Referral
1137,2023-10-27,East,Organic
1138,2024-04-02,North,Social
1139,2023-08-12,Central,Organic
1140,2024-10-30,South,Paid Search
1141,2024-06-29,North,Email
1142,2023-12-25,South,Social
1143,2024-10-16,South,Email
1144,2023-10-31,East,Organic
1145,2023-04-08,East,Paid Search
1146,2023-01-26,North,Paid Search
1147,2024-10-18,Central,Paid Search
1148,2024-11-02,Central,Email
1149,2024-06-01,North,Organic
1150,2023-03-14,North,Email
1151,2023-07-25,East,Email
1152,2023-01-29,North,Social
1153,2023-02-05,Central,Paid Search
1154,2023-06-22,South,Paid Search
1155,2024-02-05,North,Paid Search
1156,2023-02-15,Central,Referral
1157,2024-11-20,East,Paid Search
1158,2023-11-15,Central,Email
1159,2023-07-04,North,Social
1160,2023-12-28,North,Paid Search
1161,2024-07-07,East,Social
1162,2023-08-07,North,Paid Search
1163,2023-02-03,Central,Email
1164,2023-02-05,North,Organic
1165,2024-08-19,Central,Email
1166,2023-03-20,East,Referral
1167,2024-03-20,Central,Email
1168,2023-09-27,East,Paid Search
1169,2024-06-28,North,Referral
1170,2023-02-12,Central,Paid Search
1171,2024-09-20,South,Referral
1172,2024-05-03,Central,Organic
1173,2023-11-11,North,Paid Search
1174,2023-05-25,South,Paid Search
1175,2024-11-14,Central,Paid Search
1176,2023-07-31,Central,Paid Search
1177,2023-12-10,East,Referral
1178,2023-10-03,North,Organic
1179,2023-06-11,North,Social
1180,2023-10-19,North,Organic
1181,2023-04-17,Central,Referral
1182,2023-01-02,North,Referral
1183,2023-07-22,South,Paid Search
1184,2023-03-20,North,Social
1185,2023-10-18,South,Email
1186,2024-08-26,North,Referral
1187,2023-04-24,Central,Paid Search
1188,2023-01-01,Central,Paid Search
1189,2023-03-19,South,Referral
1190,2023-12-22,Central,Paid Search
1191,2023-07-12,Central,Referral
1192,2023-12-09,South,Paid Search
1193,2023-01-21,Central,Referral
1194,2023-08-22,North,Organic
1195,2023-10-15,South,Organic
1196,2023-10-29,Central,Email
1197,2024-01-21,North,Email
1198,2024-06-30,Central,Email
1199,2023-11-24,North,Email
1200,2024-08-11,North,Paid Search
1201,2024-01-06,South,Paid Search
1202,2023-07-02,North,Organic
1203,2023-06-10,South,Paid Search
1204,2023-08-14,East,Organic
1205,2024-02-23,Central,Email
1206,2023-06-19,South,Organic
1207,2024-10-01,South,Organic
1208,2023-12-02,East,Organic
1209,2024-08-27,Central,Organic
1210,2024-04-23,North,Organic
1211,2023-08-22,Central,Social
1212,2023-06-09,Central,Paid Search
1213,2024-06-04,North,Social
1214,2023-08-20,Central,Email
1215,2023-06-22,North,Social
1216,2024-10-13,East,Social
1217,2023-12-04,North,Paid Search
1218,2023-02-03,North,Organic
1219,2023-12-13,North,Paid Search
1220,2023-11-19,North,Email
1221,2024-08-27,North,Social
1222,2024-05-13,North,Organic
1223,2023-05-14,North,Paid Search
1224,2023-04-16,North,Referral
1225,2024-02-27,Central,Social
1226,2023-02-03,Central,Social
1227,2023-08-12,North,Email
1228,2023-04-07,North,Social
1229,2023-01-15,North,Social
1230,2024-10-05,North,Organic
1231,2023-03-04,North,Organic
1232,2023-01-07,South,Email
1233,2024-10-15,East,Social
1234,2023-05-12,East,Paid Search
1235,2024-07-25,Central,Social
1236,2023-01-22,Central,Organic
1237,2023-04-18,North,Referral
1238,2023-03-19,South,Organic
1239,2024-05-09,South,Referral
1240,2024-03-10,South,Social
1241,2023-11-29,South,Organic
1242,2023-06-19,Central,Organic
1243,2023-03-04,South,Referral
1244,2024-02-03,South,Organic
1245,2023-06-11,North,Organic
1246,2024-02-18,East,Referral
1247,2024-04-26,North,Paid Search
1248,2024-08-17,East,Paid Search
1249,2023-12-12,South,Organic
1250,2023-01-04,North,Email
1251,2023-07-16,South,Paid Search
1252,2024-08-20,North,Organic
1253,2024-01-09,South,Paid Search
1254,2024-03-09,South,Organic
1255,2023-11-17,Central,Paid Search
1256,2023-04-24,South,Organic
1257,2024-09-19,North,Organic
1258,2024-06-25,North,Paid Search
1259,2024-11-27,Central,Email
1260,2024-08-21,North,Organic
1261,2023-07-23,Central,Organic
1262,2023-06-27,North,Email
1263,2023-06-23,Central,Email
1264,2024-10-05,Central,Social
1265,2024-01-25,South,Organic
1266,2023-11-15,North,Paid Search
1267,2024-11-08,South,Organic
1268,2024-02-27,Central,Organic
1269,2024-09-28,North,Paid Search
1270,2024-11-20,Central,Social
1271,2023-02-25,Central,Paid Search
1272,2023-09-11,North,Social
1273,2024-05-28,Central,Paid Search
1274,2024-07-23,North,Paid Search
1275,2023-04-14,Central,Referral
1276,2023-08-11,Central,Email
1277,2024-01-19,Central,Paid Search
1278,2024-07-13,South,Social
1279,2023-03-21,North,Organic
1280,2024-02-25,East,Organic
1281,2023-07-27,South,Social
1282,2023-06-01,East,Organic
1283,2023-12-27,South,Paid Search
1284,2023-10-17,North,Paid Search
1285,2024-03-20,Central,Organic
1286,2023-08-11,North,Organic
1287,2024-07-30,South,Paid Search
1288,2023-02-24,Central,Email
1289,2024-08-26,North,Social
1290,2023-01-21,East,Paid Search
1291,2024-05-30,North,Organic
1292,2023-08-31,Central,Social
1293,2023-09-26,South,Organic
1294,2023-01-14,North,Social
1295,2024-05-06,Central,Referral
1296,2023-04-26,South,Paid Search
1297,2024-04-06,North,Paid Search
1298,2024-05-22,Central,Organic
1299,2024-08-14,North,Organic
1300,2024-05-10,South,Paid Search
1301,2023-07-31,North,Email
1302,2024-06-01,East,Organic
1303,2024-08-01,South,Social
1304,2023-08-11,North,Social
1305,2023-03-28,North,Organic
1306,2024-09-15,Central,Organic
1307,2023-04-14,South,Paid Search
1308,2024-02-20,Central,Social
1309,2023-06-15,North,Paid Search
1310,2023-03-30,North,Social
1311,2024-06-27,East,Email
1312,2023-04-11,Central,Referral
1313,2024-04-14,South,Email
1314,2024-04-30,Central,Referral
1315,2023-02-12,East,Email
1316,2023-05-02,North,Referral
1317,2024-07-10,North,Social
1318,2023-12-22,East,Referral
1319,2023-03-26,East,Email
1320,2024-11-25,North,Paid Search
1321,2023-07-05,Central,Social
1322,2023-01-03,Central,Paid Search
1323,2024-10-08,Central,Email
1324,2023-01-12,North,Paid Search
1325,2024-01-23,South,Referral
1326,2024-11-26,North,Referral
1327,2024-02-09,South,Email
1328,2024-02-14,North,Organic
1329,2023-09-29,North,Social
1330,2023-03-30,South,Referral
1331,2024-02-05,North,Email
1332,2024-09-20,South,Email
1333,2023-03-05,North,Social
1334,2024-09-08,East,Social
1335,2023-10-18,South,Organic
1336,2024-01-11,South,Email
1337,2023-04-26,North,Organic
1338,2024-03-11,North,Social
1339,2023-05-08,Central,Referral
1340,2023-07-11,Central,Paid Search
1341,2024-05-20,North,Organic
1342,2023-02-05,North,Organic
1343,2023-11-10,Central,Email
1344,2024-02-21,North,Paid Search
1345,2023-04-03,Central,Organic
1346,2023-07-26,North,Social
1347,2023-08-29,North,Organic
1348,2024-04-09,South,Email
1349,2024-11-14,Central,Paid Search
1350,2024-08-08,Central,Organic
1351,2023-05-13,Central,Organic
1352,2023-01-13,South,Paid Search
1353,2023-02-06,Central,Paid Search
1354,2024-02-21,Central,Referral
1355,2023-04-20,East,Paid Search
1356,2023-06-11,Central,Paid Search
1357,2024-08-16,South,Organic
1358,2024-09-03,South,Organic
1359,2024-08-10,North,Email
1360,2023-06-27,Central,Organic
1361,2024-03-09,South,Email
1362,2024-03-03,East,Paid Search
1363,2023-05-10,Central,Organic
1364,2024-01-23,North,Organic
1365,2024-01-03,Central,Organic
1366,2023-10-05,North,Referral
1367,2024-06-10,South,Paid Search
1368,2024-04-19,Central,Paid Search
1369,2024-01-08,South,Social
1370,2024-05-23,South,Social
1371,2024-06-18,South,Email
1372,2024-02-01,Central,Email
1373,2023-07-07,South,Social
1374,2024-06-14,South,Referral
1375,2024-05-17,South,Referral
1376,2024-11-19,North,Paid Search
1377,2023-04-15,Central,Social
1378,2023-10-21,North,Organic
1379,2024-10-08,South,Referral
1380,2023-12-27,South,Email
1381,2024-10-21,Central,Organic
1382,2023-01-09,North,Referral
1383,2023-01-25,North,Email
1384,2024-07-11,South,Organic
1385,2023-09-08,North,Paid Search
1386,2023-12-31,North,Email
1387,2023-10-27,South,Email
1388,2023-10-13,South,Organic
1389,2024-10-19,North,Paid Search
1390,2023-03-07,North,Social
1391,2024-06-24,East,Organic
1392,2024-09-14,South,Paid Search
1393,2024-04-05,Central,Organic
1394,2023-10-04,North,Organic
1395,2023-04-23,North,Social
1396,2024-04-22,North,Social
1397,2023-11-25,South,Social
1398,2023-04-15,North,Referral
1399,2023-09-09,North,Paid Search
1400,2024-11-04,South,Organic
1401,2023-07-05,East,Organic
1402,2023-05-05,South,Organic
1403,2024-04-22,Central,Paid Search
1404,2023-05-20,Central,Organic
1405,2024-10-05,Central,Organic
1406,2024-08-24,North,Organic
1407,2024-11-19,Central,Social
1408,2024-09-30,Central,Social
1409,2023-06-20,Central,Email
1410,2023-05-29,South,Referral
1411,2023-08-28,East,Social
1412,2023-11-25,North,Organic
1413,2024-09-07,Central,Social
1414,2024-05-28,North,Organic
1415,2024-03-27,Central,Paid Search
1416,2024-09-06,North,Paid Search
1417,2024-03-28,North,Paid Search
1418,2023-09-23,South,Organic
1419,2023-10-17,Central,Social
1420,2023-12-28,South,Referral
1421,2023-03-04,North,Referral
1422,2024-06-03,North,Social
1423,2024-04-01,Central,Social
1424,2024-05-26,North,Organic
1425,2024-01-09,North,Social
1426,2024-07-02,East,Social
1427,2024-10-26,North,Organic
1428,2024-02-03,North,Paid Search
1429,2023-11-08,Central,Email
1430,2023-03-15,Central,Social
1431,2024-06-29,Central,Paid Search
1432,2024-09-24,Central,Social
1433,2024-05-04,South,Paid Search
1434,2024-08-28,North,Paid Search
1435,2024-08-25,Central,Paid Search
1436,2024-07-12,South,Paid Search
1437,2023-12-19,South,Social
1438,2023-03-11,Central,Organic
1439,2023-01-03,Central,Referral
1440,2023-05-24,North,Paid Search
1441,2023-10-29,North,Social
1442,2024-06-04,North,Social
1443,2023-11-16,South,Social
1444,2023-01-17,North,Social
1445,2023-05-28,South,Email
1446,2024-11-16,North,Paid Search
1447,2024-11-22,South,Social
1448,2023-09-22,South,Social
1449,2024-07-17,North,Organic
1450,2024-05-18,North,Paid Search
1451,2024-10-13,North,Paid Search
1452,2024-09-13,South,Organic
1453,2024-03-16,North,Paid Search
1454,2023-10-04,Central,Paid Search
1455,2024-03-14,Central,Social
1456,2023-08-12,South,Organic
1457,2023-09-01,Central,Referral
1458,2024-03-02,Central,Paid Search
1459,2024-02-04,East,Social
1460,2024-02-11,North,Organic
1461,2023-09-27,South,Paid Search
1462,2023-10-14,North,Organic
1463,2023-01-08,Central,Social
1464,2024-02-26,South,Paid Search
1465,2024-02-08,South,Email
1466,2024-10-16,South,Paid Search
1467,2023-12-19,North,Social
1468,2023-11-24,Central,Organic
1469,2023-02-17,Central,Social
1470,2023-05-18,Central,Paid Search
1471,2023-08-25,Central,Paid Search
1472,2023-09-22,North,Organic
1473,2023-09-11,North,Organic
1474,2023-10-03,North,Organic
1475,2024-06-22,Central,Email
1476,2023-04-02,North,Paid Search
1477,2023-08-21,South,Organic
1478,2023-04-25,Central,Email
1479,2023-08-04,North,Organic
1480,2024-04-24,South,Paid Search
1481,2023-02-02,South,Social
1482,2023-08-26,North,Email
1483,2023-01-17,North,Social
1484,2024-10-30,North,Paid Search
1485,2024-05-24,North,Email
1486,2023-06-20,South,Organic
1487,2023-05-19,East,Email
1488,2023-03-11,North,Referral
1489,2023-11-28,South,Email
1490,2024-06-11,North,Organic
1491,2024-02-13,Central,Organic
1492,2024-09-08,South,Social
1493,2023-08-29,Central,Paid Search
1494,2023-07-14,North,Paid Search
1495,2023-12-01,Central,Email
1496,2023-05-22,East,Social
1497,2024-11-13,North,Paid Search
1498,2023-05-11,North,Paid Search
1499,2023-12-02,North,Organic
1500,2024-01-01,Central,Organic
